Team1,Team2,Match_type,Date_,Date,team1_Goal_Times,team2_Goal_Times,team1_Matches,team2_Matches,team1_Rest: Days (Hours),team2_Rest: Days (Hours),team1_Wins,team2_Wins,team1_Draws,team2_Draws,team1_Losing,team2_Losing,Form_points_team1,Form_points_team2,team1_Goals scored,team2_Goals scored,team1_Goals conceded,team2_Goals conceded,team1_Goals scored per game,team2_Goals scored per game,team1_Goals conceded per game,team2_Goals conceded per game,team1_Clean sheets,team2_Clean sheets,team1_both teams to score,team2_both teams to score,team1_TU 2.5,team2_TU 2.5,team1_TO 2.5,team2_TO 2.5,team1_Shots ,team2_Shots ,team1_Shots  (competitor),team2_Shots  (competitor),team1_Shots on Target ,team2_Shots on Target ,team1_Shots on Target  (competitor),team2_Shots on Target  (competitor),team1_Possession ,team2_Possession ,team1_Possession  (competitor),team2_Possession  (competitor),team1_Corners ,team2_Corners ,team1_Corners  (competitor),team2_Corners  (competitor),team1_Fouls ,team2_Fouls ,team1_Fouls  (competitor),team2_Fouls  (competitor),team1_Offsides ,team2_Offsides ,team1_Offsides  (competitor),team2_Offsides  (competitor),team1_Yellow Cards ,team2_Yellow Cards ,team1_Yellow Cards  (competitor),team2_Yellow Cards  (competitor),team1_Red cards ,team2_Red cards ,team1_Red cards  (competitor),team2_Red cards  (competitor),H2H_available,H2H_matches,H2H_most_productive_draw,H2H_most_productive_match,h2h_Wins_team1,h2h_Wins_team2,h2h_Scored goals_team1,h2h_Scored goals_team2,h2h_Goals match average_team1,h2h_Goals match average_team2,h2h_Biggest win_team1,h2h_Biggest win_team2,date_x,Home_Elo,change_x,date_y,Away_Elo,change_y,Elo_Diff,Abs_Elo_Diff,Elo_Home_Adv,Elo_Ratio
Brazil,Morocco,"FIFA World Cup, 1-round, group stage, 13.06.2026 18:00",13.06.2026,6/13/2026,,,10,10,207.1,150,5,9,2,1,3,0,17,28,17,17,10,3,1.7,1.7,1,0.3,5,8,4,2,5,3,5,7,12.4,13.6,9.7,6.8,4.4,5.6,3.4,1.3,58.5,55.4,41.5,44.6,4.5,5.4,4,2,12,14.22,14.7,15.67,1.25,2.44,2.75,1.22,1.7,1.5,1.6,2.5,0,0.1,0,0,TRUE,3,,"['2:1', '3:0']",2,1,6,2,2,0.67,,,12/13/2025,1979,0,12/13/2025,1830,0,149,149,2029,1.081420765
Qatar,Switzerland,"FIFA World Cup, 1-round, group stage, 13.06.2026 15:00",13.06.2026,6/13/2026,,,10,10,188.1,207,1,7,3,3,6,0,6,24,7,26,18,6,0.7,2.6,1.8,0.6,1,5,5,5,6,6,4,4,9.38,10.78,11.25,7.44,3.38,5.11,4.38,1.89,58,59.8,42,40.2,5,5,3.63,3.2,8.14,10.6,12.71,11.4,1.29,1.3,1.29,1,0.75,0.78,1.38,1.89,0.13,0,0.13,0,TRUE,1,,['0:1'],1,0,1,0,1,0,,,12/13/2025,1427,0,12/13/2025,1897,0,-470,470,1477,0.75224038
Australia,European Play-Off C,"FIFA World Cup, 1-round, group stage, 13.06.2026 23:59",13.06.2026,6/13/2026,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,12/13/2025,1774,0,,1490.960734,,283.0392658,283.0392658,1824,1.189836834
European Play-Off B,Tunisia,"FIFA World Cup, 1-round, group stage, 14.06.2026 22:00",14.06.2026,6/14/2026,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,1490.960734,,12/13/2025,1641,0,-150.0392658,150.0392658,1540.960734,0.908568394
Netherlands,Japan,"FIFA World Cup, 1-round, group stage, 14.06.2026 16:00",14.06.2026,6/14/2026,,,10,10,209,208.4,6,7,3,2,1,1,21,23,32,25,9,7,3.2,2.5,0.9,0.7,5,6,5,3,7,5,3,5,16.5,13.3,9.1,8.5,6.5,6,3.4,2.6,61.9,53,38.1,47,5.6,5.1,2.3,2.6,10.5,13.9,11.7,10.3,1.7,1.4,1.5,1.5,0.9,1,2,0.8,0.1,0,0,0.1,TRUE,3,2:02,['2:2'],2,0,6,2,2,0.67,,,12/13/2025,1959,0,12/13/2025,1878,0,81,81,2009,1.04313099
Germany,Curaçao,"FIFA World Cup, 1-round, group stage, 14.06.2026 13:00",14.06.2026,6/14/2026,,,10,10,208.9,207.7,6,4,1,5,3,1,19,17,22,20,11,7,2.2,2,1.1,0.7,4,5,4,5,6,4,4,6,16.4,12.1,9.2,11.4,6,5.3,3.6,3.7,66.6,51.7,33.4,48.3,6.1,3.7,4.1,4,12.7,13.44,10.6,14,1.4,1.67,0.6,1.11,1.9,1.9,2.3,2.1,0,0,0.1,0.1,FALSE,,,,,,,,,,,,12/13/2025,1910,0,12/13/2025,1467,0,443,443,1960,1.301976823
Ivory Coast,Ecuador,"FIFA World Cup, 1-round, group stage, 14.06.2026 19:00",14.06.2026,6/14/2026,,,10,10,155.2,207.9,6,3,2,7,2,0,20,16,22,7,7,3,2.2,0.7,0.7,0.3,6,7,3,3,5,1,5,9,11.5,9.7,5.3,8.9,3.7,3.6,1.9,3,59.1,54.3,40.9,45.7,4.9,3.3,2.5,4.3,14.86,13,11.14,11.2,0.75,1.7,0.25,1.1,1.1,2,1.4,1.8,0,0.2,0,0.2,FALSE,,,,,,,,,,,,,1490.960734,,12/13/2025,1933,0,-442.0392658,442.0392658,1540.960734,0.771319573
Ivory Coast,Ecuador,"FIFA World Cup, 1-round, group stage, 14.06.2026 19:00",14.06.2026,6/14/2026,,,10,10,155.2,207.9,6,3,2,7,2,0,20,16,22,7,7,3,2.2,0.7,0.7,0.3,6,7,3,3,5,1,5,9,11.5,9.7,5.3,8.9,3.7,3.6,1.9,3,59.1,54.3,40.9,45.7,4.9,3.3,2.5,4.3,14.86,13,11.14,11.2,0.75,1.7,0.25,1.1,1.1,2,1.4,1.8,0,0.2,0,0.2,FALSE,,,,,,,,,,,,,1490.960734,,12/13/2025,1933,0,-442.0392658,442.0392658,1540.960734,0.771319573
Netherlands,Japan,"FIFA World Cup, 1-round, group stage, 14.06.2026 16:00",14.06.2026,6/14/2026,,,10,10,209,208.4,6,7,3,2,1,1,21,23,32,25,9,7,3.2,2.5,0.9,0.7,5,6,5,3,7,5,3,5,16.5,13.3,9.1,8.5,6.5,6,3.4,2.6,61.9,53,38.1,47,5.6,5.1,2.3,2.6,10.5,13.9,11.7,10.3,1.7,1.4,1.5,1.5,0.9,1,2,0.8,0.1,0,0,0.1,TRUE,3,2:02,['2:2'],2,0,6,2,2,0.67,,,12/13/2025,1959,0,12/13/2025,1878,0,81,81,2009,1.04313099
Germany,Curaçao,"FIFA World Cup, 1-round, group stage, 14.06.2026 13:00",14.06.2026,6/14/2026,,,10,10,208.9,207.7,6,4,1,5,3,1,19,17,22,20,11,7,2.2,2,1.1,0.7,4,5,4,5,6,4,4,6,16.4,12.1,9.2,11.4,6,5.3,3.6,3.7,66.6,51.7,33.4,48.3,6.1,3.7,4.1,4,12.7,13.44,10.6,14,1.4,1.67,0.6,1.11,1.9,1.9,2.3,2.1,0,0,0.1,0.1,FALSE,,,,,,,,,,,,12/13/2025,1910,0,12/13/2025,1467,0,443,443,1960,1.301976823
Spain,Cape Verde,"FIFA World Cup, 1-round, group stage, 15.06.2026 12:00",15.06.2026,6/15/2026,,,10,10,208.8,210,7,5,2,3,1,2,23,18,33,17,13,7,3.3,1.7,1.3,0.7,5,5,5,5,9,4,1,6,20.3,9.5,9.5,7.88,8.7,3.63,3.7,3.5,64.1,53.78,35.9,46.22,5.9,3.67,2.9,3.67,11.6,11.4,9.6,8,2.3,2.17,1.8,0.83,1.4,1.63,1.6,1.88,0,0,0.1,0,FALSE,,,,,,,,,,,,12/13/2025,2171,0,,1490.960734,,680.0392658,680.0392658,2221,1.456108099
Belgium,Egypt,"FIFA World Cup, 1-round, group stage, 15.06.2026 15:00",15.06.2026,6/15/2026,,,10,10,209,149.1,6,5,3,2,1,3,21,17,33,12,10,10,3.3,1.2,1,1,5,3,5,5,7,5,3,5,20.5,10.3,6.4,10.7,7.4,4.1,2.7,3.7,66.9,48,33.1,52,9.7,3.7,2.4,4.7,9.7,12.67,10.4,15.44,1.2,2.11,1.1,1.33,1.2,2,2.6,2,0,0.11,0.1,0,TRUE,4,,['4:0'],1,3,4,7,1,1.75,,,12/13/2025,1849,0,12/13/2025,1591,0,258,258,1899,1.162162162
Belgium,Egypt,"FIFA World Cup, 1-round, group stage, 15.06.2026 15:00",15.06.2026,6/15/2026,,,10,10,209,149.1,6,5,3,2,1,3,21,17,33,12,10,10,3.3,1.2,1,1,5,3,5,5,7,5,3,5,20.5,10.3,6.4,10.7,7.4,4.1,2.7,3.7,66.9,48,33.1,52,9.7,3.7,2.4,4.7,9.7,12.67,10.4,15.44,1.2,2.11,1.1,1.33,1.2,2,2.6,2,0,0.11,0.1,0,TRUE,4,,['4:0'],1,3,4,7,1,1.75,,,12/13/2025,1849,0,12/13/2025,1591,0,258,258,1899,1.162162162
Saudi Arabia,Uruguay,"FIFA World Cup, 1-round, group stage, 15.06.2026 18:00",15.06.2026,6/15/2026,,,10,10,182.2,208.9,5,4,2,3,3,3,17,15,12,9,10,9,1.2,0.9,1,0.9,2,6,5,2,4,3,6,7,11.2,9.7,5.4,11.5,3.9,2.7,2.4,3.9,60.56,55.5,39.44,44.5,4.3,4.7,2.5,4.5,10,11.7,14,11.5,1.33,0.78,1.56,1.44,1.8,1.8,1.8,1.8,0.2,0.1,0,0.1,TRUE,3,1:01,['3:2'],1,1,4,4,1.33,1.33,,,,1490.960734,,12/13/2025,1890,0,-399.0392658,399.0392658,1540.960734,0.788868113
Iran,New Zealand,"FIFA World Cup, 1-round, group stage, 15.06.2026 21:00",15.06.2026,6/15/2026,,,10,10,209.3,209,5,3,1,1,4,6,16,10,14,15,7,12,1.4,1.5,0.7,1.2,5,3,3,4,5,5,5,5,11.4,7.88,6.2,16.63,4.6,3,1.8,6.13,57.89,43.33,42.11,56.67,5.5,3.25,3,5.38,13.5,11.75,12.25,12.13,1.25,1.38,1.5,1.75,1.3,1.75,2,1,0.2,0,0.2,0,TRUE,2,0:00,['3:0'],1,0,3,0,1.5,0,,,12/13/2025,1754,0,,1490.960734,,263.0392658,263.0392658,1804,1.176422665
Iran,New Zealand,"FIFA World Cup, 1-round, group stage, 15.06.2026 21:00",15.06.2026,6/15/2026,,,10,10,209.3,209,5,3,1,1,4,6,16,10,14,15,7,12,1.4,1.5,0.7,1.2,5,3,3,4,5,5,5,5,11.4,7.88,6.2,16.63,4.6,3,1.8,6.13,57.89,43.33,42.11,56.67,5.5,3.25,3,5.38,13.5,11.75,12.25,12.13,1.25,1.38,1.5,1.75,1.3,1.75,2,1,0.2,0,0.2,0,TRUE,2,0:00,['3:0'],1,0,3,0,1.5,0,,,12/13/2025,1754,0,,1490.960734,,263.0392658,263.0392658,1804,1.176422665
Saudi Arabia,Uruguay,"FIFA World Cup, 1-round, group stage, 15.06.2026 18:00",15.06.2026,6/15/2026,,,10,10,182.2,208.9,5,4,2,3,3,3,17,15,12,9,10,9,1.2,0.9,1,0.9,2,6,5,2,4,3,6,7,11.2,9.7,5.4,11.5,3.9,2.7,2.4,3.9,60.56,55.5,39.44,44.5,4.3,4.7,2.5,4.5,10,11.7,14,11.5,1.33,0.78,1.56,1.44,1.8,1.8,1.8,1.8,0.2,0.1,0,0.1,TRUE,3,1:01,['3:2'],1,1,4,4,1.33,1.33,,,,1490.960734,,12/13/2025,1890,0,-399.0392658,399.0392658,1540.960734,0.788868113
Spain,Cape Verde,"FIFA World Cup, 1-round, group stage, 15.06.2026 12:00",15.06.2026,6/15/2026,,,10,10,208.8,210,7,5,2,3,1,2,23,18,33,17,13,7,3.3,1.7,1.3,0.7,5,5,5,5,9,4,1,6,20.3,9.5,9.5,7.88,8.7,3.63,3.7,3.5,64.1,53.78,35.9,46.22,5.9,3.67,2.9,3.67,11.6,11.4,9.6,8,2.3,2.17,1.8,0.83,1.4,1.63,1.6,1.88,0,0,0.1,0,FALSE,,,,,,,,,,,,12/13/2025,2171,0,,1490.960734,,680.0392658,680.0392658,2221,1.456108099
Austria,Jordan,"FIFA World Cup, 1-round, group stage, 16.06.2026 23:59",16.06.2026,6/16/2026,,,10,10,210.3,180.5,6,5,2,1,2,4,20,16,23,16,7,13,2.3,1.6,0.7,1.3,4,4,4,5,4,6,6,4,14.3,10.8,9.7,13.1,6.3,4.6,2.2,4.4,64.8,41.4,35.2,58.6,4.1,3.9,3.1,5.6,13.4,12.29,10.7,9.14,2.2,1.57,1.3,1,1.7,0.8,1.9,1.4,0.2,0.1,0,0.2,FALSE,,,,,,,,,,,,12/13/2025,1818,0,12/13/2025,1687,0,131,131,1868,1.077652638
Austria,Jordan,"FIFA World Cup, 1-round, group stage, 16.06.2026 23:59",16.06.2026,6/16/2026,,,10,10,210.3,180.5,6,5,2,1,2,4,20,16,23,16,7,13,2.3,1.6,0.7,1.3,4,4,4,5,4,6,6,4,14.3,10.8,9.7,13.1,6.3,4.6,2.2,4.4,64.8,41.4,35.2,58.6,4.1,3.9,3.1,5.6,13.4,12.29,10.7,9.14,2.2,1.57,1.3,1,1.7,0.8,1.9,1.4,0.2,0.1,0,0.2,FALSE,,,,,,,,,,,,12/13/2025,1818,0,12/13/2025,1687,0,131,131,1868,1.077652638
Argentina,Algeria,"FIFA World Cup, 1-round, group stage, 16.06.2026 21:00",16.06.2026,6/16/2026,,,10,10,214.4,157.4,8,7,1,1,1,2,25,22,21,18,3,5,2.1,1.8,0.3,0.5,7,6,2,3,3,3,7,7,13.44,9.5,6.67,7.3,5.78,4.1,2.33,2.1,63.22,54.67,36.78,45.33,4.89,4.7,2.22,3.7,11.67,17.33,11.67,14.33,3.14,2.11,1.57,1.67,1.67,2.1,2.67,2.2,0.33,0.1,0.11,0.2,TRUE,1,,['3:4'],1,0,4,3,4,3,,,12/13/2025,2113,0,12/13/2025,1726,0,387,387,2163,1.224217845
France,Senegal,"FIFA World Cup, 1-round, group stage, 16.06.2026 15:00",16.06.2026,6/16/2026,,,10,10,212.1,153.1,7,8,1,1,2,1,22,25,24,29,11,4,2.4,2.9,1.1,0.4,5,7,4,2,6,6,4,4,21.4,13.78,7.2,6.56,7.7,7.22,2.6,2.56,63.6,62.22,36.4,37.78,7.8,5.56,2.3,3.11,10.8,16,13.7,12.57,0.8,1.57,1.7,1.86,1.6,1.89,2,1.67,0.1,0.11,0,0.11,TRUE,1,,['0:1'],0,1,0,1,0,1,,,12/13/2025,2062,0,12/13/2025,1803,0,259,259,2112,1.143649473
FIFA Play-Off Tournament 2,Norway,"FIFA World Cup, 1-round, group stage, 16.06.2026 18:00",16.06.2026,6/16/2026,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,1490.960734,,12/13/2025,1922,0,-431.0392658,431.0392658,1540.960734,0.775733993
France,Senegal,"FIFA World Cup, 1-round, group stage, 16.06.2026 15:00",16.06.2026,6/16/2026,,,10,10,212.1,153.1,7,8,1,1,2,1,22,25,24,29,11,4,2.4,2.9,1.1,0.4,5,7,4,2,6,6,4,4,21.4,13.78,7.2,6.56,7.7,7.22,2.6,2.56,63.6,62.22,36.4,37.78,7.8,5.56,2.3,3.11,10.8,16,13.7,12.57,0.8,1.57,1.7,1.86,1.6,1.89,2,1.67,0.1,0.11,0,0.11,TRUE,1,,['0:1'],0,1,0,1,0,1,,,12/13/2025,2062,0,12/13/2025,1803,0,259,259,2112,1.143649473
Argentina,Algeria,"FIFA World Cup, 1-round, group stage, 16.06.2026 21:00",16.06.2026,6/16/2026,,,10,10,214.4,157.4,8,7,1,1,1,2,25,22,21,18,3,5,2.1,1.8,0.3,0.5,7,6,2,3,3,3,7,7,13.44,9.5,6.67,7.3,5.78,4.1,2.33,2.1,63.22,54.67,36.78,45.33,4.89,4.7,2.22,3.7,11.67,17.33,11.67,14.33,3.14,2.11,1.57,1.67,1.67,2.1,2.67,2.2,0.33,0.1,0.11,0.2,TRUE,1,,['3:4'],1,0,4,3,4,3,,,12/13/2025,2113,0,12/13/2025,1726,0,387,387,2163,1.224217845
Uzbekistan,Colombia,"FIFA World Cup, 1-round, group stage, 17.06.2026 22:00",17.06.2026,6/17/2026,,,10,10,211.4,211,7,5,2,4,1,1,23,19,16,22,4,9,1.6,2.2,0.4,0.9,7,5,3,5,4,7,6,3,9.2,12.2,7.5,9.7,3.1,5.1,3.1,3.5,51.1,57.5,48.9,42.5,2.9,3.6,3.4,3.2,9.5,15.2,10.75,12.6,2,1.8,1.67,1.7,0.9,1.1,1.3,2,0.2,0,0.2,0.1,FALSE,,,,,,,,,,,,12/13/2025,1735,0,12/13/2025,1998,0,-263,263,1785,0.868368368
Portugal,FIFA Play-Off Tournament 1,"FIFA World Cup, 1-round, group stage, 17.06.2026 13:00",17.06.2026,6/17/2026,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,12/13/2025,1976,0,,1490.960734,,485.0392658,485.0392658,2026,1.325319946
Uzbekistan,Colombia,"FIFA World Cup, 1-round, group stage, 17.06.2026 22:00",17.06.2026,6/17/2026,,,10,10,211.4,211,7,5,2,4,1,1,23,19,16,22,4,9,1.6,2.2,0.4,0.9,7,5,3,5,4,7,6,3,9.2,12.2,7.5,9.7,3.1,5.1,3.1,3.5,51.1,57.5,48.9,42.5,2.9,3.6,3.4,3.2,9.5,15.2,10.75,12.6,2,1.8,1.67,1.7,0.9,1.1,1.3,2,0.2,0,0.2,0.1,FALSE,,,,,,,,,,,,12/13/2025,1735,0,12/13/2025,1998,0,-263,263,1785,0.868368368
England,Croatia,"FIFA World Cup, 1-round, group stage, 17.06.2026 16:00",17.06.2026,6/17/2026,,,10,10,213.1,212,9,8,0,1,1,1,27,25,26,28,3,6,2.6,2.8,0.3,0.6,9,6,1,3,5,6,5,4,17.7,19.4,5.7,9.8,7.2,7.2,1.8,3.4,72.1,63.7,27.9,36.3,7.3,7.7,2.2,5,9.8,10.7,10.9,11.6,1.7,2.5,1.1,1.8,1,1.2,1.3,1.6,0,0,0.1,0.1,TRUE,11,0:00,"['5:1', '2:4']",6,3,22,13,2,1.18,,,12/13/2025,2042,0,12/13/2025,1933,0,109,109,2092,1.056389033
Ghana,Panama,"FIFA World Cup, 1-round, group stage, 17.06.2026 19:00",17.06.2026,6/17/2026,,,10,10,211.5,210.9,6,6,1,3,3,1,19,21,21,20,6,8,2.1,2,0.6,0.8,6,4,2,6,5,4,5,6,9.1,16.4,6.2,10.6,4.5,6.1,2.3,3.3,58.8,62.7,41.2,37.3,4.8,6.3,2.4,3.4,11.88,13.2,10.75,12.4,2.43,1.3,0.57,2.1,1.1,1.2,1.4,1.9,0,0,0,0,FALSE,,,,,,,,,,,,12/13/2025,1509,0,12/13/2025,1742,0,-233,233,1559,0.866245695
England,Croatia,"FIFA World Cup, 1-round, group stage, 17.06.2026 16:00",17.06.2026,6/17/2026,,,10,10,213.1,212,9,8,0,1,1,1,27,25,26,28,3,6,2.6,2.8,0.3,0.6,9,6,1,3,5,6,5,4,17.7,19.4,5.7,9.8,7.2,7.2,1.8,3.4,72.1,63.7,27.9,36.3,7.3,7.7,2.2,5,9.8,10.7,10.9,11.6,1.7,2.5,1.1,1.8,1,1.2,1.3,1.6,0,0,0.1,0.1,TRUE,11,0:00,"['5:1', '2:4']",6,3,22,13,2,1.18,,,12/13/2025,2042,0,12/13/2025,1933,0,109,109,2092,1.056389033
Ghana,Panama,"FIFA World Cup, 1-round, group stage, 17.06.2026 19:00",17.06.2026,6/17/2026,,,10,10,211.5,210.9,6,6,1,3,3,1,19,21,21,20,6,8,2.1,2,0.6,0.8,6,4,2,6,5,4,5,6,9.1,16.4,6.2,10.6,4.5,6.1,2.3,3.3,58.8,62.7,41.2,37.3,4.8,6.3,2.4,3.4,11.88,13.2,10.75,12.4,2.43,1.3,0.57,2.1,1.1,1.2,1.4,1.9,0,0,0,0,FALSE,,,,,,,,,,,,12/13/2025,1509,0,12/13/2025,1742,0,-233,233,1559,0.866245695
European Play-Off D,South Africa,"FIFA World Cup, 2-round, group stage, 18.06.2026 12:00",18.06.2026,6/18/2026,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,1490.960734,,,1490.960734,,0,0,1540.960734,1
Canada,Qatar,"FIFA World Cup, 2-round, group stage, 18.06.2026 18:00",18.06.2026,6/18/2026,,,10,10,211.8,193.2,5,1,3,3,2,6,18,6,16,7,3,18,1.6,0.7,0.3,1.8,7,1,2,5,2,6,8,4,10.7,9.38,6.7,11.25,4,3.38,2,4.38,48.9,58,51.1,42,5.1,5,2.4,3.63,13.6,8.14,16.7,12.71,2,1.29,1.3,1.29,2.2,0.75,2.1,1.38,0.3,0.13,0.3,0.13,TRUE,1,,['2:0'],1,0,2,0,2,0,,,12/13/2025,1802,0,12/13/2025,1427,0,375,375,1852,1.262789068
Canada,Qatar,"FIFA World Cup, 2-round, group stage, 18.06.2026 18:00",18.06.2026,6/18/2026,,,10,10,211.8,193.2,5,1,3,3,2,6,18,6,16,7,3,18,1.6,0.7,0.3,1.8,7,1,2,5,2,6,8,4,10.7,9.38,6.7,11.25,4,3.38,2,4.38,48.9,58,51.1,42,5.1,5,2.4,3.63,13.6,8.14,16.7,12.71,2,1.29,1.3,1.29,2.2,0.75,2.1,1.38,0.3,0.13,0.3,0.13,TRUE,1,,['2:0'],1,0,2,0,2,0,,,12/13/2025,1802,0,12/13/2025,1427,0,375,375,1852,1.262789068
Switzerland,European Play-Off A,"FIFA World Cup, 2-round, group stage, 18.06.2026 15:00",18.06.2026,6/18/2026,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,12/13/2025,1897,0,,1490.960734,,406.0392658,406.0392658,1947,1.272333977
Mexico,South Korea,"FIFA World Cup, 2-round, group stage, 18.06.2026 21:00",18.06.2026,6/18/2026,,,10,10,212,212.6,3,7,5,1,2,2,14,22,9,18,10,8,0.9,1.8,1,0.8,5,7,4,1,4,4,6,6,12,11.3,7.5,9,4.1,4.2,3,2.5,58.8,57.1,42,42.9,3.8,5.7,2.6,2.6,14.1,12.8,14.3,9.7,0.8,1.8,1,1.6,2.2,1.1,2.6,1.3,0.1,0,0,0,TRUE,8,2:02,['3:2'],4,2,15,9,1.88,1.13,,,12/13/2025,1835,0,,1490.960734,,344.0392658,344.0392658,1885,1.230750051
Mexico,South Korea,"FIFA World Cup, 2-round, group stage, 18.06.2026 21:00",18.06.2026,6/18/2026,,,10,10,212,212.6,3,7,5,1,2,2,14,22,9,18,10,8,0.9,1.8,1,0.8,5,7,4,1,4,4,6,6,12,11.3,7.5,9,4.1,4.2,3,2.5,58.8,57.1,42,42.9,3.8,5.7,2.6,2.6,14.1,12.8,14.3,9.7,0.8,1.8,1,1.6,2.2,1.1,2.6,1.3,0.1,0,0,0,TRUE,8,2:02,['3:2'],4,2,15,9,1.88,1.13,,,12/13/2025,1835,0,,1490.960734,,344.0392658,344.0392658,1885,1.230750051
European Play-Off C,Paraguay,"FIFA World Cup, 2-round, group stage, 19.06.2026 23:59",19.06.2026,6/19/2026,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,1490.960734,,12/13/2025,1833,0,-342.0392658,342.0392658,1540.960734,0.8133992
Brazil,Haiti,"FIFA World Cup, 2-round, group stage, 19.06.2026 21:00",19.06.2026,6/19/2026,,,10,10,213.2,213,5,3,2,3,3,4,17,12,17,12,10,15,1.7,1.2,1,1.5,5,4,4,4,5,5,5,5,12.4,11.5,9.7,12.5,4.4,4.2,3.4,5,58.5,50.4,41.5,49.6,4.5,4.7,4,4.1,12,13.44,14.7,10.78,1.25,1.67,2.75,1.56,1.7,1.7,1.6,1.4,0,0.1,0,0,TRUE,3,,['7:1'],3,0,17,1,5.67,0.33,,,12/13/2025,1979,0,12/13/2025,1542,0,437,437,2029,1.283398184
USA,Australia,"FIFA World Cup, 2-round, group stage, 19.06.2026 15:00",19.06.2026,6/19/2026,,,10,10,212.8,212.7,7,7,1,0,2,3,22,21,19,16,12,9,1.9,1.6,1.2,0.9,1,4,8,4,7,5,3,5,13,6.8,10.1,10.9,5.7,3.3,4.1,4.3,56.2,39.2,43.8,58,4.9,2.2,5.3,4.7,11.3,9.7,11.2,11.1,1.8,1,1.6,1.7,1.7,0.8,1.7,1.2,0,0,0.2,0,TRUE,4,0:00,['3:1'],2,1,5,3,1.25,0.75,,,,1490.960734,,12/13/2025,1774,0,-283.0392658,283.0392658,1540.960734,0.840451372
Scotland,Morocco,"FIFA World Cup, 2-round, group stage, 19.06.2026 18:00",19.06.2026,6/19/2026,,,10,10,213.1,156,6,9,1,1,3,0,19,28,19,17,13,3,1.9,1.7,1.3,0.3,4,8,5,2,7,3,3,7,11.8,13.6,14,6.8,4.7,5.6,3.4,1.3,49.7,55.4,50.3,44.6,4.9,5.4,4.9,2,12.3,14.22,12.9,15.67,1.2,2.44,1.1,1.22,1.7,1.5,2.2,2.5,0,0.1,0.2,0,TRUE,1,,['0:3'],0,1,0,3,0,3,,,12/13/2025,1790,0,12/13/2025,1830,0,-40,40,1840,0.978142077
USA,Australia,"FIFA World Cup, 2-round, group stage, 19.06.2026 15:00",19.06.2026,6/19/2026,,,10,10,212.8,212.7,7,7,1,0,2,3,22,21,19,16,12,9,1.9,1.6,1.2,0.9,1,4,8,4,7,5,3,5,13,6.8,10.1,10.9,5.7,3.3,4.1,4.3,56.2,39.2,43.8,58,4.9,2.2,5.3,4.7,11.3,9.7,11.2,11.1,1.8,1,1.6,1.7,1.7,0.8,1.7,1.2,0,0,0.2,0,TRUE,4,0:00,['3:1'],2,1,5,3,1.25,0.75,,,,1490.960734,,12/13/2025,1774,0,-283.0392658,283.0392658,1540.960734,0.840451372
Scotland,Morocco,"FIFA World Cup, 2-round, group stage, 19.06.2026 18:00",19.06.2026,6/19/2026,,,10,10,213.1,156,6,9,1,1,3,0,19,28,19,17,13,3,1.9,1.7,1.3,0.3,4,8,5,2,7,3,3,7,11.8,13.6,14,6.8,4.7,5.6,3.4,1.3,49.7,55.4,50.3,44.6,4.9,5.4,4.9,2,12.3,14.22,12.9,15.67,1.2,2.44,1.1,1.22,1.7,1.5,2.2,2.5,0,0.1,0.2,0,TRUE,1,,['0:3'],0,1,0,3,0,3,,,12/13/2025,1790,0,12/13/2025,1830,0,-40,40,1840,0.978142077
Brazil,Haiti,"FIFA World Cup, 2-round, group stage, 19.06.2026 21:00",19.06.2026,6/19/2026,,,10,10,213.2,213,5,3,2,3,3,4,17,12,17,12,10,15,1.7,1.2,1,1.5,5,4,4,4,5,5,5,5,12.4,11.5,9.7,12.5,4.4,4.2,3.4,5,58.5,50.4,41.5,49.6,4.5,4.7,4,4.1,12,13.44,14.7,10.78,1.25,1.67,2.75,1.56,1.7,1.7,1.6,1.4,0,0.1,0,0,TRUE,3,,['7:1'],3,0,17,1,5.67,0.33,,,12/13/2025,1979,0,12/13/2025,1542,0,437,437,2029,1.283398184
